Country / territory of asylum/residence,Origin,Year,Value,coor_from,coor_to
United States,Angola,2007,4,"(17.873887, -11.202692)","(-95.712891, 37.09024)"
United States,Armenia,2007,29,"(45.038189, 40.069099)","(-95.712891, 37.09024)"
United States,Austria,2007,1,"(14.550072, 47.516231)","(-95.712891, 37.09024)"
United States,Azerbaijan,2007,78,"(47.576927, 40.143105)","(-95.712891, 37.09024)"
United States,Belarus,2007,219,"(27.953389, 53.709807)","(-95.712891, 37.09024)"
United States,Benin,2007,1,"(2.315834, 9.30769)","(-95.712891, 37.09024)"
United States,Bosnia and Herzegovina,2007,2,"(17.679076, 43.915886)","(-95.712891, 37.09024)"
United States,Burkina Faso,2007,6,"(-1.561593, 12.238333)","(-95.712891, 37.09024)"
United States,Burundi,2007,4545,"(29.918886, -3.373056)","(-95.712891, 37.09024)"
United States,Côte d'Ivoire,2007,11,"(-5.54708, 7.539989)","(-95.712891, 37.09024)"
United States,Cambodia,2007,15,"(104.990963, 12.565679)","(-95.712891, 37.09024)"
United States,Cameroon,2007,5,"(12.354722, 7.369722)","(-95.712891, 37.09024)"
United States,Central African Rep.,2007,15,,"(-95.712891, 37.09024)"
United States,Chad,2007,10,"(18.732207, 15.454166)","(-95.712891, 37.09024)"
United States,China,2007,27,"(104.195397, 35.86166)","(-95.712891, 37.09024)"
United States,Colombia,2007,54,"(-74.297333, 4.570868)","(-95.712891, 37.09024)"
United States,Congo,2007,206,,"(-95.712891, 37.09024)"
United States,Cuba,2007,2922,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,North Korea,2007,22,"(127.510093, 40.339852)","(-95.712891, 37.09024)"
United States,Congo [DRC],2007,848,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,Egypt,2007,3,"(30.802498, 26.820553)","(-95.712891, 37.09024)"
United States,Equatorial Guinea,2007,14,"(10.267895, 1.650801)","(-95.712891, 37.09024)"
United States,Eritrea,2007,963,"(39.782334, 15.179384)","(-95.712891, 37.09024)"
United States,Estonia,2007,6,"(25.013607, 58.595272)","(-95.712891, 37.09024)"
United States,Ethiopia,2007,1028,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,France,2007,1,"(2.213749, 46.227638)","(-95.712891, 37.09024)"
United States,Gambia,2007,13,"(-15.310139, 13.443182)","(-95.712891, 37.09024)"
United States,Georgia,2007,7,"(43.356892, 42.315407)","(-95.712891, 37.09024)"
United States,Ghana,2007,4,"(-1.023194, 7.946527)","(-95.712891, 37.09024)"
United States,Guinea,2007,1,"(-9.696645, 9.945587)","(-95.712891, 37.09024)"
United States,Iran,2007,5481,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,2007,1608,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Israel,2007,1,"(34.851612, 31.046051)","(-95.712891, 37.09024)"
United States,Jordan,2007,3,"(36.238414, 30.585164)","(-95.712891, 37.09024)"
United States,Kazakhstan,2007,45,"(66.923684, 48.019573)","(-95.712891, 37.09024)"
United States,Kuwait,2007,24,"(47.481766, 29.31166)","(-95.712891, 37.09024)"
United States,Kyrgyzstan,2007,17,"(74.766098, 41.20438)","(-95.712891, 37.09024)"
United States,Laos,2007,117,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Latvia,2007,17,"(24.603189, 56.879635)","(-95.712891, 37.09024)"
United States,Liberia,2007,1606,"(-9.429499, 6.428055)","(-95.712891, 37.09024)"
United States,Lithuania,2007,4,"(23.881275, 55.169438)","(-95.712891, 37.09024)"
United States,Mauritania,2007,62,"(-10.940835, 21.00789)","(-95.712891, 37.09024)"
United States,Myanmar [Burma],2007,13896,"(95.956223, 21.913965)","(-95.712891, 37.09024)"
United States,Nepal,2007,3,"(84.124008, 28.394857)","(-95.712891, 37.09024)"
United States,Nigeria,2007,20,"(8.675277, 9.081999)","(-95.712891, 37.09024)"
United States,Pakistan,2007,30,"(69.345116, 30.375321)","(-95.712891, 37.09024)"
United States,Moldova,2007,565,"(28.369885, 47.411631)","(-95.712891, 37.09024)"
United States,Russia,2007,1773,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Rwanda,2007,202,"(29.873888, -1.940278)","(-95.712891, 37.09024)"
United States,Sierra Leone,2007,166,"(-11.779889, 8.460555)","(-95.712891, 37.09024)"
United States,Somalia,2007,6969,"(46.199616, 5.152149)","(-95.712891, 37.09024)"
United States,Sri Lanka,2007,2,"(80.771797, 7.873054)","(-95.712891, 37.09024)"
United States,Sudan,2007,704,"(30.217636, 12.862807)","(-95.712891, 37.09024)"
United States,Syria,2007,17,"(38.996815, 34.802075)","(-95.712891, 37.09024)"
United States,Thailand,2007,2,"(100.992541, 15.870032)","(-95.712891, 37.09024)"
United States,Togo,2007,40,"(0.824782, 8.619543)","(-95.712891, 37.09024)"
United States,Turkmenistan,2007,2,"(59.556278, 38.969719)","(-95.712891, 37.09024)"
United States,Uganda,2007,38,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Ukraine,2007,1605,"(31.16558, 48.379433)","(-95.712891, 37.09024)"
United States,Uzbekistan,2007,190,"(64.585262, 41.377491)","(-95.712891, 37.09024)"
United States,Vietnam,2007,1564,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
United States,Yemen,2007,6,"(48.516388, 15.552727)","(-95.712891, 37.09024)"
United States,Zimbabwe,2007,1,"(29.154857, -19.015438)","(-95.712891, 37.09024)"
Australia,Congo,2008,28,,"(133.775136, -25.274398)"
Australia,Congo [DRC],2008,184,"(21.758664, -4.038333)","(133.775136, -25.274398)"
Australia,Iran,2008,406,"(53.688046, 32.427908)","(133.775136, -25.274398)"
Australia,Myanmar [Burma],2008,1985,"(95.956223, 21.913965)","(133.775136, -25.274398)"
Australia,Palestinian Territories,2008,5,"(35.233154, 31.952162)","(133.775136, -25.274398)"
Australia,Russia,2008,12,"(105.318756, 61.52401)","(133.775136, -25.274398)"
Australia,Serbia,2008,9,"(21.005859, 44.016521)","(133.775136, -25.274398)"
Australia,Stateless,2008,3,,"(133.775136, -25.274398)"
Australia,Syria,2008,47,"(38.996815, 34.802075)","(133.775136, -25.274398)"
Australia,Tibetan,2008,73,,"(133.775136, -25.274398)"
Australia,Tanzania,2008,152,"(34.888822, -6.369028)","(133.775136, -25.274398)"
Australia,Various/unknown,2008,8,,"(133.775136, -25.274398)"
Australia,Vietnam,2008,5,"(108.277199, 14.058324)","(133.775136, -25.274398)"
Canada,Central African Rep.,2008,8,,"(-106.346771, 56.130366)"
Canada,Congo,2008,25,,"(-106.346771, 56.130366)"
Canada,Congo [DRC],2008,728,"(21.758664, -4.038333)","(-106.346771, 56.130366)"
Canada,Iran,2008,361,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Myanmar [Burma],2008,880,"(95.956223, 21.913965)","(-106.346771, 56.130366)"
Canada,Palestinian Territories,2008,6,"(35.233154, 31.952162)","(-106.346771, 56.130366)"
Canada,Russia,2008,32,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,2008,105,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Stateless,2008,33,,"(-106.346771, 56.130366)"
Canada,Syria,2008,7,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,Various/unknown,2008,75,,"(-106.346771, 56.130366)"
Canada,Vietnam,2008,12,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Chile,Palestinian Territories,2008,116,"(35.233154, 31.952162)","(-71.542969, -35.675147)"
Denmark,Congo [DRC],2008,122,"(21.758664, -4.038333)","(9.501785, 56.26392)"
Denmark,Myanmar [Burma],2008,155,"(95.956223, 21.913965)","(9.501785, 56.26392)"
Denmark,Russia,2008,9,"(105.318756, 61.52401)","(9.501785, 56.26392)"
Denmark,Stateless,2008,29,,"(9.501785, 56.26392)"
Finland,Congo,2008,13,,"(25.748151, 61.92411)"
Finland,Congo [DRC],2008,123,"(21.758664, -4.038333)","(25.748151, 61.92411)"
Finland,Iran,2008,102,"(53.688046, 32.427908)","(25.748151, 61.92411)"
Finland,Myanmar [Burma],2008,276,"(95.956223, 21.913965)","(25.748151, 61.92411)"
Finland,Russia,2008,17,"(105.318756, 61.52401)","(25.748151, 61.92411)"
Finland,Stateless,2008,3,,"(25.748151, 61.92411)"
France,Congo [DRC],2008,1,"(21.758664, -4.038333)","(2.213749, 46.227638)"
France,Palestinian Territories,2008,12,"(35.233154, 31.952162)","(2.213749, 46.227638)"
France,Russia,2008,23,"(105.318756, 61.52401)","(2.213749, 46.227638)"
Ireland,Iran,2008,6,"(53.688046, 32.427908)","(-8.24389, 53.41291)"
Ireland,Russia,2008,2,"(105.318756, 61.52401)","(-8.24389, 53.41291)"
Ireland,Syria,2008,1,"(38.996815, 34.802075)","(-8.24389, 53.41291)"
Netherlands,Congo,2008,25,,"(5.291266, 52.132633)"
Netherlands,Congo [DRC],2008,54,"(21.758664, -4.038333)","(5.291266, 52.132633)"
Netherlands,Iran,2008,15,"(53.688046, 32.427908)","(5.291266, 52.132633)"
Netherlands,Myanmar [Burma],2008,135,"(95.956223, 21.913965)","(5.291266, 52.132633)"
Netherlands,Russia,2008,7,"(105.318756, 61.52401)","(5.291266, 52.132633)"
Netherlands,Stateless,2008,44,,"(5.291266, 52.132633)"
Netherlands,Various/unknown,2008,7,,"(5.291266, 52.132633)"
New Zealand,Congo [DRC],2008,47,"(21.758664, -4.038333)","(174.885971, -40.900557)"
New Zealand,Iran,2008,11,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Myanmar [Burma],2008,130,"(95.956223, 21.913965)","(174.885971, -40.900557)"
Norway,Congo [DRC],2008,16,"(21.758664, -4.038333)","(8.468946, 60.472024)"
Norway,Iran,2008,18,"(53.688046, 32.427908)","(8.468946, 60.472024)"
Norway,Myanmar [Burma],2008,363,"(95.956223, 21.913965)","(8.468946, 60.472024)"
Norway,Stateless,2008,56,,"(8.468946, 60.472024)"
Norway,Vietnam,2008,5,"(108.277199, 14.058324)","(8.468946, 60.472024)"
Sweden,Congo,2008,17,,"(18.643501, 60.128161)"
Sweden,Congo [DRC],2008,100,"(21.758664, -4.038333)","(18.643501, 60.128161)"
Sweden,Iran,2008,97,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Myanmar [Burma],2008,310,"(95.956223, 21.913965)","(18.643501, 60.128161)"
Sweden,Russia,2008,32,"(105.318756, 61.52401)","(18.643501, 60.128161)"
Sweden,Serbia,2008,2,"(21.005859, 44.016521)","(18.643501, 60.128161)"
Sweden,Stateless,2008,410,,"(18.643501, 60.128161)"
Sweden,Syria,2008,10,"(38.996815, 34.802075)","(18.643501, 60.128161)"
Sweden,United States,2008,1,"(-95.712891, 37.09024)","(18.643501, 60.128161)"
Sweden,Various/unknown,2008,10,,"(18.643501, 60.128161)"
United Kingdom,Various/unknown,2008,722,,"(-3.435973, 55.378051)"
United States,Afghanistan,2008,576,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Armenia,2008,9,"(45.038189, 40.069099)","(-95.712891, 37.09024)"
United States,Azerbaijan,2008,30,"(47.576927, 40.143105)","(-95.712891, 37.09024)"
United States,Belarus,2008,111,"(27.953389, 53.709807)","(-95.712891, 37.09024)"
United States,Bhutan,2008,5320,"(90.433601, 27.514162)","(-95.712891, 37.09024)"
United States,Burundi,2008,2889,"(29.918886, -3.373056)","(-95.712891, 37.09024)"
United States,Côte d'Ivoire,2008,30,"(-5.54708, 7.539989)","(-95.712891, 37.09024)"
United States,Cambodia,2008,8,"(104.990963, 12.565679)","(-95.712891, 37.09024)"
United States,Cameroon,2008,2,"(12.354722, 7.369722)","(-95.712891, 37.09024)"
United States,Central African Rep.,2008,56,,"(-95.712891, 37.09024)"
United States,Chad,2008,23,"(18.732207, 15.454166)","(-95.712891, 37.09024)"
United States,China,2008,43,"(104.195397, 35.86166)","(-95.712891, 37.09024)"
United States,Colombia,2008,94,"(-74.297333, 4.570868)","(-95.712891, 37.09024)"
United States,Congo,2008,197,,"(-95.712891, 37.09024)"
United States,Cuba,2008,4177,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,North Korea,2008,37,"(127.510093, 40.339852)","(-95.712891, 37.09024)"
United States,Congo [DRC],2008,727,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,Ecuador,2008,3,"(-78.183406, -1.831239)","(-95.712891, 37.09024)"
United States,Egypt,2008,5,"(30.802498, 26.820553)","(-95.712891, 37.09024)"
United States,Eritrea,2008,251,"(39.782334, 15.179384)","(-95.712891, 37.09024)"
United States,Estonia,2008,6,"(25.013607, 58.595272)","(-95.712891, 37.09024)"
United States,Ethiopia,2008,299,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Gambia,2008,6,"(-15.310139, 13.443182)","(-95.712891, 37.09024)"
United States,Georgia,2008,20,"(43.356892, 42.315407)","(-95.712891, 37.09024)"
United States,Guinea,2008,3,"(-9.696645, 9.945587)","(-95.712891, 37.09024)"
United States,Guinea-Bissau,2008,2,"(-15.180413, 11.803749)","(-95.712891, 37.09024)"
United States,Iran,2008,5270,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,2008,13823,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Kazakhstan,2008,62,"(66.923684, 48.019573)","(-95.712891, 37.09024)"
United States,Kuwait,2008,1,"(47.481766, 29.31166)","(-95.712891, 37.09024)"
United States,Kyrgyzstan,2008,25,"(74.766098, 41.20438)","(-95.712891, 37.09024)"
United States,Laos,2008,59,"(102.495496, 19.85627)","(-95.712891, 37.09024)"
United States,Latvia,2008,6,"(24.603189, 56.879635)","(-95.712891, 37.09024)"
United States,Lebanon,2008,2,"(35.862285, 33.854721)","(-95.712891, 37.09024)"
United States,Liberia,2008,992,"(-9.429499, 6.428055)","(-95.712891, 37.09024)"
United States,Mauritania,2008,26,"(-10.940835, 21.00789)","(-95.712891, 37.09024)"
United States,Morocco,2008,3,"(-7.09262, 31.791702)","(-95.712891, 37.09024)"
United States,Myanmar [Burma],2008,18139,"(95.956223, 21.913965)","(-95.712891, 37.09024)"
United States,Nepal,2008,4,"(84.124008, 28.394857)","(-95.712891, 37.09024)"
United States,Nigeria,2008,76,"(8.675277, 9.081999)","(-95.712891, 37.09024)"
United States,Pakistan,2008,104,"(69.345116, 30.375321)","(-95.712891, 37.09024)"
United States,Palestinian Territories,2008,9,"(35.233154, 31.952162)","(-95.712891, 37.09024)"
United States,Moldova,2008,487,"(28.369885, 47.411631)","(-95.712891, 37.09024)"
United States,Russia,2008,426,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Rwanda,2008,108,"(29.873888, -1.940278)","(-95.712891, 37.09024)"
United States,Senegal,2008,1,"(-14.452362, 14.497401)","(-95.712891, 37.09024)"
United States,Serbia,2008,1,"(21.005859, 44.016521)","(-95.712891, 37.09024)"
United States,Sierra Leone,2008,99,"(-11.779889, 8.460555)","(-95.712891, 37.09024)"
United States,Somalia,2008,2523,"(46.199616, 5.152149)","(-95.712891, 37.09024)"
United States,Sri Lanka,2008,1,"(80.771797, 7.873054)","(-95.712891, 37.09024)"
United States,Sudan,2008,375,"(30.217636, 12.862807)","(-95.712891, 37.09024)"
United States,Syria,2008,24,"(38.996815, 34.802075)","(-95.712891, 37.09024)"
United States,Tajikistan,2008,2,"(71.276093, 38.861034)","(-95.712891, 37.09024)"
United States,Togo,2008,204,"(0.824782, 8.619543)","(-95.712891, 37.09024)"
United States,Turkey,2008,6,"(35.243322, 38.963745)","(-95.712891, 37.09024)"
United States,Turkmenistan,2008,2,"(59.556278, 38.969719)","(-95.712891, 37.09024)"
United States,Uganda,2008,42,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Ukraine,2008,1022,"(31.16558, 48.379433)","(-95.712891, 37.09024)"
United States,Tanzania,2008,1,"(34.888822, -6.369028)","(-95.712891, 37.09024)"
United States,Uzbekistan,2008,134,"(64.585262, 41.377491)","(-95.712891, 37.09024)"
United States,Various/unknown,2008,7,,"(-95.712891, 37.09024)"
United States,Venezuela,2008,3,"(-66.58973, 6.42375)","(-95.712891, 37.09024)"
United States,Vietnam,2008,1196,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
United States,Zimbabwe,2008,3,"(29.154857, -19.015438)","(-95.712891, 37.09024)"
Australia,Congo,2009,77,,"(133.775136, -25.274398)"
Australia,Congo [DRC],2009,671,"(21.758664, -4.038333)","(133.775136, -25.274398)"
Australia,Iran,2009,163,"(53.688046, 32.427908)","(133.775136, -25.274398)"
Australia,Myanmar [Burma],2009,2228,"(95.956223, 21.913965)","(133.775136, -25.274398)"
Australia,Palestinian Territories,2009,20,"(35.233154, 31.952162)","(133.775136, -25.274398)"
Australia,Russia,2009,8,"(105.318756, 61.52401)","(133.775136, -25.274398)"
Australia,Syria,2009,6,"(38.996815, 34.802075)","(133.775136, -25.274398)"
Australia,Tibetan,2009,58,,"(133.775136, -25.274398)"
Australia,Tanzania,2009,18,"(34.888822, -6.369028)","(133.775136, -25.274398)"
Australia,Various/unknown,2009,2,,"(133.775136, -25.274398)"
Australia,Vietnam,2009,1,"(108.277199, 14.058324)","(133.775136, -25.274398)"
Belgium,Palestinian Territories,2009,11,"(35.233154, 31.952162)","(4.469936, 50.503887)"
Brazil,Palestinian Territories,2009,1,"(35.233154, 31.952162)","(-51.92528, -14.235004)"
Canada,Congo,2009,14,,"(-106.346771, 56.130366)"
Canada,Congo [DRC],2009,856,"(21.758664, -4.038333)","(-106.346771, 56.130366)"
Canada,Iran,2009,327,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Myanmar [Burma],2009,1054,"(95.956223, 21.913965)","(-106.346771, 56.130366)"
Canada,Palestinian Territories,2009,29,"(35.233154, 31.952162)","(-106.346771, 56.130366)"
Canada,Russia,2009,25,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,2009,57,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,Syria,2009,7,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,Various/unknown,2009,134,,"(-106.346771, 56.130366)"
Canada,Vietnam,2009,33,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Czech Republic,Myanmar [Burma],2009,16,"(95.956223, 21.913965)","(15.472962, 49.817492)"
Czech Republic,Uzbekistan,2009,1,"(64.585262, 41.377491)","(15.472962, 49.817492)"
Denmark,Congo [DRC],2009,139,"(21.758664, -4.038333)","(9.501785, 56.26392)"
Denmark,Iran,2009,17,"(53.688046, 32.427908)","(9.501785, 56.26392)"
Denmark,Myanmar [Burma],2009,5,"(95.956223, 21.913965)","(9.501785, 56.26392)"
Denmark,Palestinian Territories,2009,8,"(35.233154, 31.952162)","(9.501785, 56.26392)"
Finland,Congo [DRC],2009,122,"(21.758664, -4.038333)","(25.748151, 61.92411)"
Finland,Iran,2009,11,"(53.688046, 32.427908)","(25.748151, 61.92411)"
Finland,Myanmar [Burma],2009,196,"(95.956223, 21.913965)","(25.748151, 61.92411)"
Finland,Russia,2009,5,"(105.318756, 61.52401)","(25.748151, 61.92411)"
Finland,Stateless,2009,3,,"(25.748151, 61.92411)"
Finland,Various/unknown,2009,1,,"(25.748151, 61.92411)"
Ireland,Congo [DRC],2009,84,"(21.758664, -4.038333)","(-8.24389, 53.41291)"
Ireland,Iran,2009,8,"(53.688046, 32.427908)","(-8.24389, 53.41291)"
Ireland,Myanmar [Burma],2009,82,"(95.956223, 21.913965)","(-8.24389, 53.41291)"
Ireland,Palestinian Territories,2009,4,"(35.233154, 31.952162)","(-8.24389, 53.41291)"
Ireland,Stateless,2009,3,,"(-8.24389, 53.41291)"
Netherlands,Congo,2009,6,,"(5.291266, 52.132633)"
Netherlands,Congo [DRC],2009,12,"(21.758664, -4.038333)","(5.291266, 52.132633)"
Netherlands,Iran,2009,4,"(53.688046, 32.427908)","(5.291266, 52.132633)"
Netherlands,Myanmar [Burma],2009,3,"(95.956223, 21.913965)","(5.291266, 52.132633)"
Netherlands,Stateless,2009,11,,"(5.291266, 52.132633)"
Netherlands,Various/unknown,2009,53,,"(5.291266, 52.132633)"
Netherlands,Vietnam,2009,3,"(108.277199, 14.058324)","(5.291266, 52.132633)"
New Zealand,Congo,2009,1,,"(174.885971, -40.900557)"
New Zealand,Congo [DRC],2009,62,"(21.758664, -4.038333)","(174.885971, -40.900557)"
New Zealand,Iran,2009,13,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Myanmar [Burma],2009,196,"(95.956223, 21.913965)","(174.885971, -40.900557)"
New Zealand,Palestinian Territories,2009,29,"(35.233154, 31.952162)","(174.885971, -40.900557)"
Norway,Congo,2009,37,,"(8.468946, 60.472024)"
Norway,Iran,2009,2,"(53.688046, 32.427908)","(8.468946, 60.472024)"
Norway,Myanmar [Burma],2009,326,"(95.956223, 21.913965)","(8.468946, 60.472024)"
Norway,Stateless,2009,225,,"(8.468946, 60.472024)"
Norway,Vietnam,2009,2,"(108.277199, 14.058324)","(8.468946, 60.472024)"
Portugal,Congo [DRC],2009,12,"(21.758664, -4.038333)","(-8.224454, 39.399872)"
Sweden,Congo,2009,1,,"(18.643501, 60.128161)"
Sweden,Congo [DRC],2009,35,"(21.758664, -4.038333)","(18.643501, 60.128161)"
Sweden,Iran,2009,94,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Myanmar [Burma],2009,142,"(95.956223, 21.913965)","(18.643501, 60.128161)"
Sweden,Russia,2009,12,"(105.318756, 61.52401)","(18.643501, 60.128161)"
Sweden,Stateless,2009,397,,"(18.643501, 60.128161)"
Sweden,Syria,2009,26,"(38.996815, 34.802075)","(18.643501, 60.128161)"
Sweden,Various/unknown,2009,2,,"(18.643501, 60.128161)"
Sweden,Vietnam,2009,2,"(108.277199, 14.058324)","(18.643501, 60.128161)"
United Kingdom,Various/unknown,2009,955,,"(-3.435973, 55.378051)"
United States,Afghanistan,2009,338,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Albania,2009,1,"(20.168331, 41.153332)","(-95.712891, 37.09024)"
